UniqueCount	AmbigCount
0	0
126	8514
0	0
0	50
0	949
0	50
0	949
0	50
0	949
0	50
0	2
0	0
0	0
0	949
0	0
1	201
0	242
0	236
0	92
0	54
0	7
0	26
0	0
0	14
0	52
0	250
0	90
334	354
0	685
33	554
1	213
0	315
13	5
1	43
0	308
1	0
18	89
0	0
0	0
159	61
0	61
22	0
83	105
0	105
421	61
17	0
0	0
0	0
26	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
40	2
266	2
0	0
0	85
119	85
0	6
1	6
0	10583
0	10583
22	1605
288	1605
20	10962
2585	10962
17	2041
329	2041
19	8
0	8
135	993
86	993
24013	69
50	9939
2140	9939
20	1
332	15
57	38
0	38
53	130
0	67
154	49
0	46
0	2
0	1
119	59
850	1
0	0
4	14
0	8
161	197
7	0
0	0
7	2
0	1
0	0
0	0
58	3
121	25
186	16
30	14
47	21
136	180
0	48
233	29
0	0
0	0
33	0
58	8
0	1
0	1
0	0
0	0
26	73
0	0
0	73
237	3
0	0
44	51
0	35
47	52
0	18
1	8
0	1
61	29
1	3
0	0
0	0
43	22
4	7
0	4
120	41
0	11
0	11
10	51
0	44
32	3
21	6
0	1
1	9
0	6
7	3
0	3
1	1
0	1
0	1
0	1
55	6
328	12
23	4
32	10
0	9
82	3
52	7
31	44
0	41
0	0
2	3
133	26
17	5
217	28
9	8
0	4
0	0
0	0
0	0
0	0
0	0
198	0
0	0
0	0
9	37
0	16
60	18
582	0
43	0
1	7
0	7
335	111
53	3
5	72
1	1
111	82
2	1
2	13
0	7
846	17
8	19
0	13
0	0
0	0
0	11
0	11
42	14
0	1
116	8
11	1
5	8
222	112
0	105
146	12
41	7
273	16
94	0
74	0
351	0
36	191
0	126
0	0
0	0
8	0
0	0
0	0
2	0
0	0
351	123
0	123
0	0
0	0
14	0
49	62
0	62
0	0
58	0
0	0
0	0
29	0
6	0
0	0
0	0
0	0
0	0
0	0
39	10
0	10
137	1
16	6
0	6
96	22
0	22
0	0
15	0
117	35
0	35
69	1
1387	13
1	0
0	0
286	2
310	9
287	3
94	0
292	0
0	0
33	12
0	12
0	0
0	0
32	8
0	8
253	20
0	0
0	0
160	23
159	60
0	58
0	0
121	1
106	0
5	3
0	3
58	0
0	0
0	0
0	0
29	0
0	0
1	0
23	0
431	21
48	10
0	10
36	67
686	67
0	0
0	0
128	1
9	0
109	35
0	35
0	0
0	0
549	21
826	1
218	1
0	0
0	0
30	35
0	35
0	2
0	2
351	36
0	0
79	0
6	2
0	2
4	0
0	0
39	16
0	5
397	33
0	0
1	0
0	0
113	0
74	4
24	0
18	18
14	3
0	3
0	0
0	0
301	80
0	79
0	0
6	0
436	0
51	1
7	9
914	93
217	10
512	91
198	56
0	56
8	6
0	6
3	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
201	0
1167	3
0	7
0	1
4	1
0	1
185	32
0	32
0	0
93	0
369	1
8	2
145	0
676	1
10	7
96	31
0	31
2	0
200	0
0	2
0	1
358	2
104	0
23	8
0	8
600	1
181	253
0	223
41	0
82	36
0	36
229	30
1113	3
51	0
412	4
27	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
200799	132
24207	40
119797	96
90252	75038
283	11844
444	18967
172	188065
214	140510
1986	14
272	225747
521337	95020
92418	102
139959	85
36	0
0	0
0	25
0	83
8	0
0	0
0	0
2	0
15	154
0	2
0	0
0	0
19	5
0	0
0	0
0	3
0	0
0	7
0	8
0	4
1	10
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
4	16143
0	0
497	1
0	0
0	0
0	0
0	0
350	944
33	1168
4	50
0	0
0	0
0	0
0	0
8	4
9	0
0	0
0	0
0	0
0	0
0	0
0	233
0	0
0	0
0	166
0	0
0	0
0	0
0	0
254	0
0	0
0	0
0	0
0	0
289	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
226	0
0	7
0	0
0	0
0	0
0	83
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1918	1
0	0
0	0
0	0
3	290
0	0
0	0
0	0
7	144
0	0
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	178
0	0
0	2
0	0
0	48
0	15
0	0
9	3181
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	10
0	0
0	0
0	0
0	0
0	0
12	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	246
147	0
2289	0
0	104
0	0
8	0
0	2
0	0
0	0
0	0
4	22
0	0
44	471
0	471
0	18
0	0
0	0
5	0
0	0
0	7
0	144
44	275
0	0
8	0
0	0
2	4
0	0
0	1
0	0
0	0
0	0
1278	1
0	2
0	0
0	12
0	13
0	0
0	31
0	0
46	0
0	9
0	8
0	1
0	0
0	0
0	1
0	0
0	1
0	0
2	0
0	0
0	0
0	5
1	0
503	133
22	37
88	637
0	212
0	633
1	261
0	159
2	5
3	296
0	0
0	0
0	0
0	0
0	0
0	0
29	120
0	29
0	28
0	35
0	109
0	118
0	99
6	99
0	99
0	4
1	14
1	6
0	8
0	0
0	0
0	0
8	923
0	2501
0	2381
25	1000
4	1417
36	2081
4	547
0	465
24	0
11	94
0	79
10	184
1	19
0	19
1	2408
1	113
0	549
0	50
1	139
0	533
99	475
10	275
0	0
85	4465
4	2182
1	4526
0	51
0	141
0	313
10	500
7	494
1	328
0	303
1	355
0	181
0	196
0	0
2	1
1	141
1	0
0	6
0	0
3264	199
4	187
894	685
0	0
0	0
564	685
2	0
0	528
346	1
0	0
0	0
0	1
355	25
17	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	44
0	6
2	42
2	33
0	0
0	10
0	0
0	5
0	0
6	12
64	695
0	695
0	643
0	234
0	50
0	131
0	162
0	105
0	73
0	2
0	5
0	0
0	0
2	0
0	688
6632	1751
4	1542
22	23
145	189
14	189
1668	4
1	1
1	41
0	41
0	32
1	2
0	5
4	0
7	12
0	0
0	0
0	79
656	224
0	10
4	0
2	271
8	73
4	270
6	163
2	268
0	280
2300	201
1	7
0	199
4	475
446	1104
30	892
3	16
3	467
147	92
1	92
22	7
0	7
0	0
0	0
0	0
54	3533
99	8759
223	8826
46	8756
52	3531
8	3
13	380
0	2818
11	1475
27	49
73	624
8	0
0	0
297	255
0	0
17	5
0	7
46	250
27	97
0	3
0	0
0	0
0	0
17	3217
91	2110
59	7
2	47
1	3
0	571
6	558
0	22
0	3216
0	644
1930	647
46	641
3	111
4	115
0	3
21	0
73	6908
0	6450
0	7106
10	6503
2	6326
171	6499
0	801
80	9
0	11
11	6692
0	58
1	44
0	2
0	249
0	23
2	125
0	212
1	4
7	236
16	130
0	164
0	36
1	8
0	12
0	15
9	103
1	0
0	28
0	275
0	231
166	334
5	331
16	4
498	488
7	478
2	29
0	2695
10	1757
41	25
0	2763
0	2817
46	2434
3	2764
0	2711
2	2832
1	43
18	2814
3	1631
0	1668
294	12
8	12
0	0
679	59
3	39
35	29
2	16
830	230
0	230
0	3
0	2
0	3
0	1
15	0
13	139
1220	140
2	32
0	32
0	0
21	0
6	71
304	288
0	12
0	221
0	13
0	43
0	53
30	13
2	37
17	1902
0	2107
0	2040
0	2158
0	2091
2	2016
1	2017
18	6
0	261
0	72
0	21
1	114
2	923
3	1473
27	4623
1027	4624
3	4527
6	3176
52	2121
0	3311
0	0
0	0
0	593
0	61
20	246
0	605
0	629
576	16
5	16
0	13
0	0
11	5965
45	4977
9	3555
170	3932
0	5960
139	57
2	50
0	42
0	15
1	0
7	7
0	0
0	0
0	0
0	0
0	0
0	0
3	549
13	401
0	650
0	670
0	703
0	675
3	28
11	374
2	79
2	565
0	31
1	0
0	56
56	223
14	191
0	18
0	18
4	230
19	284
37	118
0	76
32	61
3	32
1	14
1	25
402	335
44	335
1	0
0	0
0	0
798	1903
0	587
0	133
14	1397
0	265
10	443
12	194
0	0
3	36
4	44
0	12
0	0
0	0
0	0
0	0
37	155
0	155
0	66
0	31
0	0
0	0
0	0
0	0
0	0
0	0
64	460
2	274
0	245
0	165
1	96
0	9
0	0
0	3
46	3
11	13
0	13
84	865
0	865
12	117
0	10
15	5
3	187
0	0
0	0
0	0
1	2
954	97
0	64
0	4
1	27
0	27
0	11
6	565
2	0
7	565
1	47
0	432
0	123
184	0
0	0
0	0
0	0
0	0
0	0
0	0
0	55
8	55
2	45
0	3
0	3
0	4
0	8
0	0
3	12
0	0
0	1
0	0
0	0
0	12
0	0
0	12
0	0
0	11
3	13
4	3106
0	2119
94	3817
0	12
7	994
1	17
7	1
14	461
1	288
7	392
18	67
65	154
0	58
51	4
0	4
1219	0
0	773
123	1362
0	582
22	464
0	797
1	772
0	779
8	199
33	324
0	30
2	14
9	288
0	113
2	24
0	33
5	36
0	11
517	1
0	0
0	0
897	926
0	855
0	19
6	274
1	18
0	290
4	78
4	173
0	290
0	11
0	0
0	0
0	4
0	4
0	4
3	28
1	21
3	27
0	26
0	14
0	0
0	0
0	0
0	0
29	1159
0	1185
2	1125
17	30
0	332
206	4893
15	4760
86	4728
0	1800
0	1862
38	420
0	696
6	488
21	237
8	0
7	1
0	1
0	0
0	155
635	444
19	400
0	39
1	119
0	128
7	343
35	325
6	86
744	402
4	402
1	20
1	0
0	34
0	20
0	8
3650	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2245	725
6	723
1	6
0	39
0	70
0	73
11	71
0	0
1	4
23	53
0	53
0	11
0	11
0	0
21	12
5288	2433
6	41
29	2417
1	583
87	9188
1	5192
19	3897
0	3065
1	6740
1	3329
15	5975
5	2804
29	186
0	159
0	160
33	181
13	84
21	0
4	0
1	19
0	1
75	0
0	0
0	408
23	414
2	165
5	116
0	46
10	88
1	28
0	0
0	911
0	930
39	944
23	943
0	902
1	385
0	162
2	79
0	113
6	35
1	107
0	103
0	97
0	101
0	4
0	0
1	2
4	0
0	0
1	0
0	8
1	7
0	7
0	8
0	0
0	8
412	547
1	40
0	512
1	76
15	13
0	0
0	165
2	480
12	562
14	542
2	499
0	400
4	310
2	20
1	16
1	48
0	0
17	54
1	49
0	283
0	0
14	351
2	0
10	45
0	360
2	351
0	0
0	352
2536	1626
0	1288
0	314
9	0
2	147
11	0
0	3
0	0
0	0
0	0
0	2
0	2
0	1
19	51
38	48
5	1
0	7
0	4
2	4
0	1
0	1246
0	1245
0	669
0	653
6	18
0	1
14	42
0	0
1985	726
0	12
0	713
8	0
0	665
10	730
6	739
0	711
0	5
7	3
0	1
0	0
0	3
2884	2
25	2
80	41
1	30
0	17
8	3
50	0
3	0
0	0
0	0
0	63
1882	145
0	2
2	12
2	0
7	61
0	14
1	19
35	1045
43	1050
249	1033
0	144
0	98
3	3
0	11
0	0
0	0
0	4202
59	269
0	149
3	269
0	120
0	105
23	275
1	85
1	97
3	525
37	80
0	226
0	274
0	525
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
159	1623
1	110
0	1513
0	0
1	2
0	303
1	55
4	0
9	175
11	957
0	249
25	392
0	1136
0	54
100	132
2	0
3	1581
0	2175
0	2105
0	2296
2	2240
14	2197
2	2095
0	624
14	689
0	269
0	350
0	140
0	295
1	0
2	112
0	137
0	16
0	2206
0	1311
174	498
73	313
13	377
39	3945
1567	4828
3	789
29	104
15	107
0	778
5	1707
7	34
0	55
0	0
6	0
0	0
0	0
0	0
2300	3922
0	3920
158	772
19	0
5	745
97	0
20	14
52	11
287	220
0	59
35	83
22	80
29	78
18	69
0	8
0	3
0	0
0	277
0	283
6	1
1836	4038
1	2717
60	1839
1	900
1	908
1	405
1	390
5	57
0	50
30	99
0	0
111	1
0	0
2	0
210	0
0	5
0	4
4	5
0	0
0	1
0	5
2037	3738
20	3150
2	1
0	1
0	5
35	11
1792	193
19	97
16	0
1	95
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	116
48	116
1	47
61	2057
6	1988
0	43
3	32
0	0
222	1972
2	0
0	14
4	9655
7	15475
136	17536
0	2158
0	377
0	1356
63	431
13	7492
16	175
0	16
2	35
21	128
0	139
6	45
1	12
0	0
2	1
9	7
2	0
5	261
7	791
0	68
363	746
17	54
0	0
50	54
129	6921
6	3162
0	18
0	58
0	54
1	16
0	260
45	7
3	11
2	6676
1150	1
0	0
1	35
1	0
0	163
0	0
0	3
0	125
1	1
0	175
1	197
150	220
0	19
0	13
0	7
0	302
15	2002
11	2003
77	1592
82	1988
0	1985
0	175
1	133
2	59
18	0
1	316
0	338
0	257
7	94
0	4
2	4478
70	4501
0	5024
5	5304
6	5624
0	5399
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
96	187
41	203
0	114
68	144
0	14
5	9
7	4
3	137
0	15
0	0
0	81
589	1227
9	1227
183	119
3	197
0	0
0	0
0	0
0	0
0	105
0	107
0	12
0	3
0	88
0	977
0	989
0	1030
4	959
0	1394
0	1394
0	847
9	1288
16	521
44	1447
0	0
1	138
0	87
0	1
0	95
0	5
0	0
16	0
2	0
484	82
2	82
2	0
0	1095
14	893
24	907
1	962
0	0
7	16
7	343
8	13
1	189
1	66
1975	112
0	111
65	0
0	10
0	10
14	1346
1	1
18	7869
0	4951
0	4993
0	0
4	38
0	19
2	3709
33	12
0	5
0	4
0	718
9	22
0	241
2	222
0	7937
0	7862
1356	199
0	37
2	65
0	101
0	32
2290	433
38	434
1	2
8	664
0	587
0	478
0	177
1	494
0	51
6	118
0	61
4	55
0	0
0	1
0	61
2	5
0	5
0	3
0	5
0	0
0	5
1	317
2	70
1	196
4	262
8	4
2	0
0	0
0	0
15	123
0	113
0	25
0	25
0	24
0	24
0	28
0	27
0	28
0	27
0	22
0	1
2	0
0	25
14	178
0	130
2	144
1	133
11	37
1	1
2	54
0	47
105	80
21	80
0	2
0	0
0	0
0	18
0	1
0	1
3	4
0	4
0	18
0	0
0	0
0	0
0	0
0	1
0	1
1	1
1	1
0	2
0	2
0	1
0	1
3	1
0	0
0	1
0	5198
8	4364
350	5196
13	0
24	24
0	6
0	6
0	5
0	22
1	137
2	141
0	93
2	20
5	16
2	18
11	29
12	29
0	18
0	11
0	4
5	928
5	931
8	3
0	928
2	5
0	5
1174	490
7	91
35	251
8	247
0	15
0	11
4	35
0	17
1	14
5	0
1356	119
2	118
13	778
27	297
31	574
1	28
0	0
31	10
0	20
0	714
1083	506
6	16
178	107
1	36
0	2
0	0
0	50
5	0
1	13
0	20
5	0
2	80
10	0
20	90
16	90
2	2
0	0
0	0
6967	3
80	1583
87	1626
49	1582
0	1310
15	16
4	6
1	35
2	43
1	63
0	0
0	2
0	37
0	0
6	4
1	1
0	3
0	3
0	2
0	3
0	1
0	1
88	10
122	183
17	11
0	1
0	182
330	108
9	108
0	0
0	0
0	0
0	0
852	422
10	314
19	10
0	183
49	214
0	427
0	393
2	224
123	219
0	48
47	53
0	33
0	399
0	428
1	37
0	13
0	24
0	33
0	23
0	0
0	40
1	1392
8	0
0	1393
0	1528
0	3494
5	2782
1	1558
0	431
18	4
0	0
0	0
0	0
0	0
0	0
35	1397
2	1193
18	107
0	1252
3	117
18	155
0	36
1	1013
9	663
114	62
0	54
0	8
2125	8
4	7
0	0
0	0
62	0
59	629
9	85
5	62
2	675
13	671
21	370
0	366
5	6
7	318
0	58
0	318
1205	1
194	159
0	61
6	136
0	152
8	18
228	3591
36	1874
0	273
14	24
13	145
26	1511
3	34
53	674
0	8
5	24
0	2
12	25
3	5
70	28
0	14
1	0
0	0
0	0
0	2
0	2
38	2
28	25
11	13
4	5
1	17
0	4
10	0
1695	2438
91	2439
0	81
10	12
0	49
9	787
0	57
0	58
88	0
3467	291
4	287
6712	1274
11	5
2	755
0	755
25	1263
0	0
0	0
411	1189
12	1188
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	1110
15	125
3	1001
33	0
10	26
32	251
6	251
0	8
19	2
0	2
0	0
456	1103
54	1065
8	219
15	43
57	19
42	520
28	24
0	2
11	6
3	278
7	189
7	12
361	2526
35	401
0	1727
142	1443
4	1653
11	92
0	1753
5	2238
3	2259
0	3
0	150
3	44
0	199
0	205
0	62
176	880
5	11
108	19
12	54
0	0
0	11
12	301
0	289
0	5
0	0
375	1262
6	443
1	331
4	947
0	19
26	470
6	92
53	328
0	79
0	262
6	30
3	28
9	17
46	5
0	4
0	21
11	1447
4	1652
0	24
0	1309
0	24
64	1
1	14
51	44
0	277
79	119
8	310
47	23
2	30
10	128
0	151
50	141
6	84
599	1617
1174	1586
19	1335
0	26
0	1417
0	17
933	2359
8	144
6	31
7	191
0	1
0	236
58	0
2	128
24	2092
734	834
2	59
9	0
18	0
0	8
0	52
72	152
39	432
0	410
0	386
0	408
1	207
26	120
0	122
0	1
0	69
0	63
0	63
1	18
0	0
0	0
0	0
593	3605
0	126
0	3452
0	1530
0	8
0	20
0	9
6	171
4	3
1	37
17	34
0	0
1	32
0	8
0	8
0	2
349	0
12	6138
0	1387
0	154
0	48
0	32
1	376
0	59
0	30
3	1877
8	761
20	381
1	345
0	291
1	1281
2	27
1	2219
0	168
0	771
0	263
0	917
0	889
0	922
0	520
0	1505
0	731
2	340
1	297
1	4623
0	4635
0	4535
0	37
0	19
0	9
0	16
0	0
0	5
0	1
0	36
2	36
0	6
0	9
0	9
1	9
0	4
1	3
0	0
1	3
0	0
0	0
0	1
0	0
0	36
2	0
2	1
0	1
116	20
4	20
378	267
0	191
0	11
6	29
22	715
26	687
46	441
2	29
0	0
792	1817
161	26
0	287
120	1651
3	17
24	0
0	174
15	714
68	697
0	661
0	553
3	1
3	1
17	0
13	21
0	203
0	42
1	1
1	13
14	162
314	56
15	55
0	22
654	613
19	316
0	57
0	117
1	18
0	124
0	222
5	794
4	794
60	794
18	216
2	217
0	2
0	3
0	0
9	0
848	820
5	642
0	33
2	49
0	0
0	111
0	502
121	2850
62	2620
3	1481
1	122
0	88
0	120
3	2218
360	2798
2	10
1	0
3	1762
1	485
9	286
124	576
9	172
101	601
7	339
30	16
9	58
0	36
8	31
0	0
0	0
0	0
1	0
0	116
6	111
0	42
1	3
0	0
0	0
0	0
0	0
12	2386
1	2301
120	2341
1	377
13	3
5	147
3	231
6	2
1	2527
6	133
9	2506
0	2745
0	171
0	91
5	19
2	119
3	39
0	0
0	130
2	1333
119	1013
6	1054
16	472
0	919
0	194
64	105
0	101
12	74
0	1
2	7
14	5
1	3
1	3
0	0
300	514
0	430
0	509
0	244
1	244
0	20
1	42
10	343
1559	61
0	39
0	20
465	1
1	497
0	65
6	445
0	38
0	258
0	76
0	10
0	9
11	7
1270	4
0	6
103	4289
215	4498
25	1331
8	0
0	71
0	307
19	20
4	13
0	42
0	14
1	17
5	0
13	12
5	150
0	61
9	99
2	25
0	10
0	7
0	0
0	150
863	407
1	399
0	270
2	7
1	0
0	0
0	0
40	1918
0	1888
28	1221
2	8
6	69
0	48
4	3
1	62
0	38
0	0
0	0
0	0
13	92
3	52
4	61
0	48
0	664
15	634
4	0
0	601
0	96
9	97
2	2
0	0
0	0
0	0
20	199
150	187
5	27
0	2
0	12
1	5
7	31
0	13
0	22
1	13
0	17
1	6
0	1
1	5
144	390
41	33
13	390
1743	798
39	58
75	740
0	277
9	76
16	24
0	9
2	230
2	462
0	130
1	355
432	51
0	51
0	0
0	0
0	8
0	0
0	0
0	8
83	2311
10	2312
222	2219
0	1
2	38
0	2
0	493
16	523
0	505
0	40
0	2
1	16
0	16
25	0
1	1285
6	1103
0	868
2	1
0	0
3	0
1	176
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
786	0
444	0
0	0
0	0
0	0
0	0
0	0
550	449
192	936
0	962
0	1023
0	454
0	68
137	152
2	139
2	66
0	31
0	8
2	3
1	0
0	0
0	0
0	0
2	27
1094	70
14	50
6	314
30	341
2	223
0	0
0	6
0	2
0	6
0	2
1	29
4	30
25	1090
25	1351
1	1069
56	831
0	908
5	720
1	0
5	186
1	0
1	4
1	13
0	106
2	34
7	60
0	60
3	45
86	74
0	10
0	74
0	0
0	0
0	0
10	219
3	219
0	111
0	120
1	46
1	0
0	218
0	39
0	40
0	37
10	36
0	10
1	0
0	0
0	0
24	0
43	0
875	1167
6	1091
31	1177
2	99
55	0
11	23
0	80
29	83
0	65
6	0
0	0
0	0
623	2636
66	2129
0	1105
64	379
17	17
5	1474
5	109
0	923
0	498
0	0
0	0
0	0
0	0
324	2650
13	2368
0	967
0	0
12	338
1	338
9	13
0	1
73	176
0	168
0	15
35	97
2	21
1	1
0	9
0	46
2	29
4	16
0	30
0	1
1	1
0	6
0	0
0	0
0	20
0	13
2	1
0	2
0	2
0	17
21	12
0	0
0	0
3	12
0	0
0	0
0	0
0	0
4	6
0	6
0	1
2	1
1	3139
12326	19347
2947	16206
0	2206
3	1
0	0
0	294
1	3
0	35
376	230
1	84
328	136
1	21
57	222
0	776
80	823
4	39
0	0
37	515
0	35
4	38
175	38
6	0
0	0
212	224
0	14
2	22
0	4
0	186
0	82
1	17
217	990
0	1
2	94
1	994
1	1
0	990
0	476
0	470
0	0
5	107
0	107
30	9485
85	8954
1	2146
0	0
8	122
4	656
0	9
11	9252
3	1
4	1396
9	398
13	349
0	176
1	2
13	2
0	297
14	38
337	1761
1	3
0	1312
0	200
2	302
1	1386
6	192
7	277
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	1770
3	264
0	3810
0	0
2	3
0	1864
41	646
41	652
22	1802
1	168
6631	3820
1	8
1213	8
4	25
11	25
0	75
47	365
0	124
1	178
4	151
23	183
4	75
1	147
12	147
7	14
0	0
0	311
4	276
0	311
1052	144
1	53
16	91
0	4134
16	120
102	4134
38	315
1	314
12	315
0	316
1	39
1	15
0	0
0	1
78	435
0	429
0	0
0	0
0	0
0	0
0	0
61	780
2	766
0	655
1	279
0	19
0	97
0	0
1	57
1	12
2	0
0	1
1	2
0	0
4	29
3	32
4	33
3	7
0	4
0	0
0	0
0	0
0	0
7	346
0	344
0	342
0	346
35	77
18	9
14	60
0	17
0	342
0	346
568	480
0	233
0	381
0	265
76	10
0	17
0	11
0	68
30	50
15	29
6	6
7	20
1	20
452	793
3	777
0	18
2083	107
1	104
147	1168
16	1103
1	374
3	252
1	216
9	136
179	507
2	321
0	176
5	25
2	1
11	203
0	19
0	261
2	458
0	0
0	0
0	272
5	277
0	271
0	277
2	2
0	458
0	5
0	24
0	1
0	1
1374	1101
3	11
16	466
14	617
0	340
1	621
5	429
24	28
0	98
15	458
0	3934
848	4058
7	1635
1	1853
0	536
7	199
0	136
1	133
2	133
0	131
0	131
0	126
0	0
0	2
0	9
0	131
0	14
0	12
42	489
0	2
11	19
8	12
914	681
1	183
3	0
85	6
3	8
2	9
0	7
0	1
0	0
0	0
0	1
100	171
32	30
6	7
24	11
0	1
22	5
1	2
8	6
0	5
0	3
1	6
0	0
2	334
5	263
0	245
37	107
4	127
2	151
2	28
0	59
1	13
27	42
0	31
0	23
1	29
0	0
5	0
0	0
100	495
1	356
2	13
2	12
0	0
5	0
1	142
4	0
218	0
0	0
3	478
0	504
8	572
3	379
0	164
1	23
0	92
8	64
0	25
1	0
0	0
0	0
1269	34
1	33
0	0
3	19
77	19
25	191
1	191
0	0
0	0
30	0
0	0
2956	881
7	550
1	675
0	668
6	258
0	880
4303	765
9	765
7571	1232
28	1137
0	0
1	89
0	0
40	527
0	518
0	96
0	21
0	9
0	1
0	1
0	2
0	2
0	0
131	9
0	164
0	304
8	112
3	266
0	143
102	7579
19	7483
1740	6760
1	5774
31	4
0	7556
1476	320
2	175
3	319
33	680
80	687
6	805
0	388
0	0
4139	77
0	1
4	75
70	360
166	321
0	167
0	59
6	100
350	390
1	70
0	304
3	94
3	3
0	3
0	43
217	43
0	0
0	0
0	0
0	0
0	0
0	0
13	1081
0	1044
3	1020
4	1025
1	510
8	655
2	0
0	0
29	688
0	1143
10	1196
6	846
0	1010
0	659
1	662
0	759
0	590
0	68
0	356
3	7
130	2849
11	926
0	212
0	105
7	64
13	35
223	45
58	605
0	194
0	2
0	2
0	6
86	2869
0	771
1	700
0	697
7	658
0	242
6	102
2	17
0	697
20	218
3	249
0	201
871	247
1	6
2	241
543	299
10	233
2	145
8	92
1	3
0	224
11	226
0	12
0	2
0	113
0	132
0	131
2	159
2	10
0	3
0	44
1	7
1	0
699	132
0	4
1	115
0	130
5	78
