UniqueCount	AmbigCount
101	10867
0	0
0	4
0	82
0	6
0	82
0	6
0	82
0	6
0	0
0	0
0	0
0	82
0	0
0	10
0	10
0	11
0	4
0	3
0	2
0	2
0	0
0	0
0	3
0	11
0	4
41	21
0	43
2	37
0	32
0	51
0	0
0	7
0	49
0	0
0	6
0	1
0	1
13	2
0	2
2	0
1	31
0	31
198	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	3
1	3
4	2
0	2
0	1
0	1
4	5
0	5
40	225
9	225
9	0
0	7
5	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
215049	211
26449	70
118985	153
98481	76333
250	10106
412	20065
242	194641
229	143370
1813	18
310	236788
527654	98560
94677	125
147765	102
23	0
0	0
0	31
0	136
0	0
0	0
0	0
2	0
34	133
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
1	21811
0	0
448	1
0	0
0	1
0	0
0	0
482	1130
51	1364
5	56
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	278
0	0
0	0
0	166
0	0
0	0
0	0
0	0
301	0
0	0
0	0
0	0
0	0
311	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
265	1
0	0
0	0
0	0
0	0
0	65
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2181	7
0	0
0	0
0	0
3	271
0	0
0	0
0	0
5	165
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	233
0	0
0	1
0	0
0	42
0	5
0	0
30	2958
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
9	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	258
125	0
3078	7
0	141
0	0
0	0
0	2
0	0
0	0
0	0
4	22
0	0
52	718
2	718
0	21
0	0
0	0
3	0
1	0
0	0
0	226
40	278
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
1189	1
0	0
0	0
0	0
0	6
0	0
0	3
0	0
43	0
0	10
0	8
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	2
1	0
4	5
0	0
127	863
0	283
0	860
0	359
1	220
2	3
1	411
0	0
0	0
0	0
0	0
0	0
0	0
32	122
0	30
0	26
0	38
0	104
0	120
0	62
5	62
5	62
0	3
3	5
0	3
0	2
0	0
0	0
0	0
6	1005
0	2526
0	2368
13	1012
9	1421
19	2012
7	516
0	426
5	1
9	107
0	85
7	210
0	19
0	18
1	2408
1	87
1	489
0	40
0	113
0	473
97	539
7	313
0	0
76	4132
0	1914
0	4174
0	40
0	136
0	330
6	308
4	308
0	189
0	162
0	196
0	111
0	111
0	0
0	0
1	76
0	0
0	3
0	0
3360	250
5	239
938	548
0	0
0	0
482	546
2	0
0	406
307	1
0	0
0	0
0	1
335	26
14	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	11
0	5
0	10
0	9
0	0
0	2
0	0
0	0
0	0
5	10
79	1032
2	1033
0	960
0	377
0	73
0	223
0	247
0	139
0	96
0	2
0	6
0	0
0	0
0	1
0	1027
4419	1237
1	1093
18	4
144	191
6	191
914	1
2	0
1	43
0	42
0	30
0	0
0	2
1	0
4	11
0	2
0	0
0	73
562	193
0	5
0	0
2	132
0	53
0	131
0	72
5	131
0	139
2051	181
1	10
0	181
9	620
585	1448
26	1154
2	38
0	583
116	72
0	72
18	10
0	10
0	0
0	0
0	0
59	4675
131	11866
258	11975
69	11870
79	4665
2	2
21	514
0	3820
11	2031
18	39
57	803
1	0
0	0
185	231
0	0
8	1
0	2
31	229
23	111
0	3
0	0
0	0
0	0
24	2874
99	1866
17	4
5	52
0	0
0	472
0	468
0	20
0	2874
0	849
2231	851
99	846
0	8
0	8
0	0
0	0
83	10216
0	9460
0	10703
1	9753
9	9307
261	9747
0	968
45	8
0	10
18	10095
0	10
0	10
3	0
0	62
0	2
0	26
0	49
0	1
1	48
7	25
0	40
0	8
1	1
0	2
0	2
1	26
0	0
0	2
0	62
0	49
161	366
5	363
3	17
61	50
1	50
2	2
0	3446
14	2284
61	26
1	3566
0	3631
40	3084
0	3569
0	3501
2	3650
1	63
12	3639
4	2125
0	2210
367	12
14	10
0	0
531	38
2	22
23	17
2	8
850	261
0	261
0	2
0	0
0	1
0	1
13	0
3	86
802	87
3	12
0	12
0	0
3	0
2	95
381	323
1	5
0	225
0	12
0	41
0	66
26	16
1	31
11	1866
0	2079
3	1999
0	2145
0	2065
1	1976
1	1976
13	9
0	248
0	70
0	26
0	111
2	1013
6	1507
23	4883
1033	4883
3	4789
2	3336
33	2284
0	3555
0	1
0	1
0	425
0	45
8	163
0	432
0	447
630	24
0	24
0	23
0	2
11	7500
22	6238
11	4628
203	5042
0	7495
144	40
4	39
0	30
0	13
0	0
3	1
0	2
0	0
0	1
0	1
0	0
0	0
6	677
26	457
0	746
0	808
0	843
0	770
0	19
10	459
2	72
0	710
0	18
1	0
0	88
33	250
2	211
0	10
0	1
1	27
1	32
3	10
0	7
7	8
0	4
0	2
1	1
312	298
29	298
2	0
0	0
0	0
1041	2390
0	786
0	173
11	1745
0	352
4	497
23	216
0	1
1	38
5	46
0	14
0	0
0	0
0	0
0	0
18	72
0	72
0	22
0	11
0	0
0	0
0	0
0	0
0	0
0	0
66	445
3	259
0	224
0	168
0	96
0	13
0	0
0	5
22	5
8	21
0	21
116	1198
0	1198
7	138
3	22
7	2
1	246
0	0
0	0
0	0
0	11
697	89
0	55
0	10
0	24
1	24
2	8
2	750
2	2
7	750
2	49
0	580
0	167
250	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
2	31
0	19
0	0
0	0
0	3
0	6
0	0
1	12
0	0
0	0
0	0
0	0
0	11
0	0
0	17
0	0
0	12
7	18
4	3708
1	2538
104	4529
0	6
7	1117
1	8
8	2
14	599
2	354
12	512
12	101
67	203
0	71
225	9
1	9
1559	1
1	836
114	1448
1	600
29	460
2	863
5	836
0	837
7	208
29	324
0	24
4	8
16	296
0	140
1	22
0	15
4	16
0	6
799	0
0	0
0	0
804	769
1	720
0	18
3	224
0	13
0	335
1	80
5	205
0	335
0	0
0	0
0	0
0	1
0	1
0	1
3	38
0	29
4	37
0	38
0	9
0	0
0	0
0	0
0	0
24	1142
0	1168
0	1096
10	33
0	338
308	5546
11	5406
89	5348
0	2098
0	2175
28	492
0	894
2	528
12	262
3	0
8	1
0	1
0	0
1	205
931	677
15	624
7	75
2	185
3	182
13	417
63	396
4	106
819	491
1	490
0	29
0	0
0	61
0	37
0	29
1323	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2648	803
3	802
1	4
0	36
1	70
0	74
6	72
0	0
0	9
12	15
0	15
0	2
0	4
0	0
25	19
5288	2314
11	33
26	2303
1	552
108	7317
3	4080
30	3062
0	2400
6	5427
0	2644
15	4859
0	2388
19	171
0	136
0	153
28	158
5	75
19	1
2	0
0	17
0	3
153	0
0	2
0	349
26	356
0	153
2	110
0	32
1	83
2	19
0	0
0	1119
0	1144
45	1165
13	1166
0	1093
0	416
1	195
2	99
0	141
9	50
0	32
0	29
0	28
0	31
0	2
0	0
0	3
3	0
0	0
0	0
0	12
0	9
0	9
0	7
0	1
0	10
251	236
0	13
0	220
4	20
2	2
0	0
0	56
3	586
17	665
5	642
0	606
0	452
14	347
2	19
2	10
0	46
2	1
18	45
4	46
0	319
0	0
14	106
0	0
1	7
0	108
0	106
0	0
0	106
2677	1639
0	1276
2	352
6	0
0	156
4	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
14	75
37	74
4	0
0	4
0	0
1	0
1	0
0	1432
0	1421
0	735
0	706
1	26
0	1
7	30
0	0
2143	745
4	26
0	719
1	0
0	683
19	741
1	741
0	719
0	1
35	4
0	4
0	1
0	4
2910	6
9	1
123	53
0	42
0	18
7	1
43	1
5	0
1	0
0	0
0	66
2291	183
1	3
0	14
9	2
0	81
4	4
2	20
59	1466
47	1396
221	1378
0	216
0	146
6	0
0	25
0	0
0	0
0	3790
50	193
0	120
1	213
0	92
0	83
14	208
0	59
0	78
0	579
29	81
0	246
1	294
0	577
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	22
104	1386
0	107
0	1279
0	0
2	1
0	244
0	66
0	2
3	133
8	801
0	173
34	283
0	928
0	46
0	1
5	0
6	1603
0	2196
1	2128
0	2319
1	2255
13	2243
0	2110
0	575
3	602
0	228
0	336
0	134
0	272
0	2
0	101
0	126
0	15
0	2217
0	1211
180	484
47	274
13	380
29	4066
1779	5085
2	967
15	111
8	94
0	758
0	1943
2	40
0	36
0	0
0	0
0	0
0	0
0	0
2861	4719
1	4716
114	790
2	0
0	753
136	0
24	7
14	5
301	234
0	47
30	77
15	90
18	92
2	0
0	0
0	0
0	0
0	110
0	117
4	1
2389	5494
1	3746
65	2397
0	1165
0	1201
0	573
0	559
3	70
0	65
12	110
0	0
50	2
0	1
0	0
235	1
0	4
0	3
0	4
0	0
0	0
0	4
2143	3841
13	3260
0	0
0	0
0	0
0	0
1484	170
12	93
6	0
0	75
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	149
66	149
1	48
67	2238
2	2174
0	44
2	41
0	0
272	2131
1	1
2	13
2	13409
18	20828
195	23786
0	2659
0	405
0	1683
39	548
19	10109
17	136
0	10
1	22
9	106
0	114
2	31
0	10
0	0
1	0
7	10
0	0
10	235
9	685
0	63
360	640
22	72
0	0
85	72
143	7720
0	3445
0	29
0	74
2	72
1	14
0	314
27	11
17	8
0	7420
1555	1
0	1
2	20
0	0
0	138
0	1
0	0
0	110
4	1
1	151
1	174
125	201
0	19
0	5
0	4
0	262
30	2567
20	2571
84	2008
68	2560
0	2552
0	281
2	186
0	45
15	0
0	421
0	448
0	352
11	124
4	7
7	6012
93	6025
0	6706
7	7041
5	7364
0	7097
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
86	187
29	213
0	117
51	62
0	9
4	2
4	0
2	55
0	3
0	0
0	25
716	1262
9	1261
229	129
2	236
0	0
0	0
0	0
0	0
2	105
0	109
0	13
1	2
0	96
0	1079
0	1084
0	1134
1	1069
0	1528
0	1527
0	919
3	1435
5	584
53	1587
1	1
4	153
0	96
0	0
0	81
0	5
0	0
24	0
1	0
417	84
1	84
0	0
4	1062
8	831
9	861
0	952
0	0
2	2
1	296
4	11
3	178
1	82
1737	110
0	109
17	0
0	7
0	7
9	1327
0	0
22	8267
0	5029
0	5084
1	0
4	38
0	24
1	3767
3	6
0	2
0	5
0	717
4	25
0	238
3	213
0	8362
0	8261
993	137
0	28
0	40
0	76
0	23
2163	406
49	406
1	1
1	550
0	475
1	425
0	129
0	386
0	44
0	115
0	4
0	4
0	0
0	0
0	4
0	9
0	8
0	3
0	9
0	0
0	9
3	257
0	41
1	151
3	210
5	7
1	0
0	0
0	0
41	160
0	147
0	27
0	27
0	24
0	24
0	27
0	24
0	27
0	24
0	23
0	0
0	0
0	25
8	265
1	192
2	202
0	220
12	47
3	0
7	75
0	71
4	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
7	3
0	3
0	8
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	7345
12	6159
453	7343
0	0
30	29
4	6
1	6
0	5
0	28
2	161
5	162
1	92
0	7
5	6
1	10
20	46
12	45
0	22
0	8
0	1
5	1093
4	1095
12	1
0	1094
1	2
0	2
1513	634
5	83
42	281
4	281
0	23
0	7
1	43
0	22
0	15
3	3
769	79
3	79
16	826
19	364
41	626
1	20
0	0
18	10
1	13
0	769
1653	653
1	19
166	154
1	72
0	1
0	2
0	54
0	0
0	10
0	26
0	0
0	89
9	2
25	113
36	115
0	3
0	2
0	2
7516	2
121	1879
116	1936
48	1881
0	1539
2	16
1	6
0	37
0	43
0	55
0	0
0	0
2	19
1	0
0	5
2	2
0	7
1	7
0	6
0	7
0	0
0	0
70	4
93	151
6	5
0	1
0	153
351	111
10	110
0	0
0	0
0	0
0	0
999	487
4	388
11	7
0	218
21	259
0	58
0	57
1	34
15	33
0	2
3	6
1	3
0	58
0	59
0	50
0	19
0	30
0	44
0	36
0	0
0	54
4	1659
1	0
3	1659
0	1812
0	4224
0	3347
0	1860
2	524
4	7
0	0
0	0
0	0
0	0
0	0
45	1502
0	1330
6	127
2	1350
1	133
20	143
0	37
0	1123
5	696
105	86
0	85
0	1
2326	15
0	14
0	0
0	0
83	0
66	702
8	94
5	70
6	784
14	776
24	420
1	418
5	8
1	38
0	5
0	38
1451	0
199	204
0	100
2	183
1	195
4	16
309	4006
12	2139
1	298
1	19
20	183
13	1613
3	23
22	732
0	4
4	11
0	0
11	19
2	9
46	21
0	8
2	0
0	0
0	1
0	1
0	1
26	1
31	17
10	9
0	5
0	8
0	5
14	0
2345	3159
114	3162
1	100
21	13
0	37
5	630
0	27
0	38
84	0
4647	391
3	388
6724	1548
3	4
2	908
0	908
11	1535
0	0
0	0
520	1722
8	1722
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	206
1	21
0	185
2	0
1	3
45	247
2	247
0	2
4	2
0	2
0	0
594	1711
55	1633
13	269
11	52
96	25
53	814
32	14
1	1
9	0
1	472
6	310
4	20
245	2265
29	369
1	1729
43	1407
11	1650
2	57
0	1762
1	1979
7	2046
0	1
0	167
1	49
0	231
0	230
0	62
50	573
3	7
33	3
4	50
0	0
0	1
2	217
0	216
0	0
0	0
408	1520
11	508
0	363
5	1089
0	15
23	593
8	92
64	310
0	75
1	240
8	28
0	28
0	9
18	4
0	4
0	20
5	1413
1	1600
0	13
0	1299
0	12
24	0
0	9
15	35
1	296
50	95
3	313
31	17
0	22
1	118
0	156
26	124
1	82
482	1515
1020	1491
15	1249
0	22
1	1138
0	17
787	1988
4	91
0	20
5	136
0	0
0	193
9	0
1	93
7	1801
445	660
5	42
3	1
2	0
0	2
1	51
48	145
29	609
0	588
0	569
0	590
2	346
17	188
0	166
0	1
0	86
0	74
0	69
0	18
0	0
0	0
0	0
566	3804
1	88
0	3676
0	1731
0	15
0	26
0	10
0	242
1	1
0	9
2	9
0	0
0	9
0	19
0	18
0	1
346	0
10	5087
0	1078
0	118
0	34
0	34
2	332
0	25
0	22
2	1497
2	643
21	292
0	251
0	213
1	985
3	22
0	1813
0	128
0	720
0	227
0	690
0	663
0	683
0	409
0	1314
1	546
0	239
0	236
1	3728
0	3730
0	3655
0	52
0	25
0	15
0	25
0	0
0	4
0	5
0	46
1	46
0	10
0	11
0	11
0	11
0	8
0	8
0	5
0	6
0	5
0	0
0	2
0	0
0	46
2	0
1	2
0	2
137	16
0	16
557	301
0	246
0	6
4	37
15	753
45	721
28	474
1	35
0	0
937	2084
175	19
0	294
140	1887
2	25
11	0
2	198
4	600
53	589
5	563
0	425
1	0
1	2
7	2
9	38
0	232
0	67
0	6
4	14
14	170
342	45
9	44
0	15
855	822
25	422
0	103
0	124
0	36
1	127
0	261
11	727
8	727
39	727
6	227
3	228
0	2
0	8
0	0
5	0
200	196
1	131
0	7
0	12
0	0
1	20
0	604
148	3028
55	2726
1	1607
0	134
2	119
0	145
7	2797
405	3491
3	6
1	0
0	2092
1	660
19	316
207	633
5	175
113	673
7	366
30	18
18	62
0	43
11	35
0	0
0	0
0	0
0	0
2	86
2	84
0	35
2	1
0	0
0	0
0	0
0	0
15	2716
0	2622
153	2698
0	403
8	0
14	142
0	236
1	2
0	2591
4	131
7	2563
1	2771
0	142
0	67
10	12
2	115
1	22
0	0
0	128
1	1409
85	976
5	1021
6	544
2	932
0	245
62	110
0	108
12	80
0	2
4	8
22	4
0	2
0	2
0	0
333	448
0	392
0	450
0	225
0	228
0	30
0	23
7	292
2200	115
0	85
0	27
7	0
0	537
0	54
11	470
0	27
1	319
0	100
0	10
0	19
8	3
1284	3
0	3
105	4849
289	5060
8	1349
1	0
0	60
9	323
5	6
2	5
0	39
0	14
3	18
6	1
11	14
1	122
0	48
2	84
1	29
0	7
2	10
0	0
0	122
905	447
0	435
0	297
0	11
2	0
0	0
0	0
35	1812
0	1781
18	1107
5	11
6	80
2	47
2	6
0	64
0	32
0	0
0	0
0	0
8	82
3	56
3	57
0	47
0	657
25	622
2	0
2	601
0	102
5	98
1	1
0	0
0	0
0	0
25	167
134	162
2	30
0	3
0	5
0	5
4	9
0	5
0	7
0	3
0	4
0	1
0	0
0	0
190	497
25	20
6	497
570	232
6	21
14	211
1	88
4	105
8	36
2	15
2	338
0	648
0	212
1	504
523	80
0	80
0	0
0	0
1	15
0	0
0	0
0	15
90	2189
8	2190
201	2072
5	1
3	14
0	9
0	493
12	528
1	515
0	52
2	3
0	26
0	25
6	0
0	1616
12	1389
0	1081
0	0
0	0
3	0
1	206
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
832	1
426	0
0	0
0	0
0	0
0	0
0	0
556	531
182	1006
0	1044
0	1094
0	499
5	80
147	126
0	122
4	52
0	18
0	11
0	2
0	1
0	1
0	0
0	0
2	27
1315	99
11	86
9	307
26	332
0	201
0	1
2	74
0	19
0	74
0	26
0	42
2	42
33	1314
21	1653
0	1348
24	1037
0	1147
1	930
1	0
0	252
0	1
0	10
0	26
0	122
0	49
11	26
0	26
1	44
97	88
0	18
0	84
0	0
0	0
0	0
9	187
3	177
0	97
0	101
6	50
0	0
0	187
0	6
0	6
0	5
1	5
0	2
0	0
0	0
0	0
0	0
30	0
1000	1248
4	1144
19	1212
4	108
41	1
3	10
0	56
19	57
0	38
12	0
0	0
0	0
764	2730
68	2247
0	1235
54	408
13	10
10	1505
1	91
0	930
0	508
0	0
0	0
0	0
0	0
406	2752
5	2489
0	1043
0	0
7	329
2	329
4	19
2	8
77	227
0	219
0	17
47	144
0	31
0	1
0	7
0	62
0	33
2	16
0	52
0	6
0	1
1	3
0	0
0	0
0	26
0	20
0	6
0	4
0	5
0	25
43	24
0	0
0	2
2	22
0	0
0	0
0	0
0	0
12	8
0	8
0	0
0	0
0	4700
14106	23112
3322	18404
2	2408
0	0
0	0
3	349
2	3
0	27
357	278
2	84
285	186
2	15
18	261
0	839
105	910
4	35
2	0
18	580
0	25
6	38
140	38
0	0
0	0
218	189
0	12
0	20
0	2
0	153
0	77
0	19
249	1095
0	0
1	82
1	1094
0	1
1	1094
1	489
0	478
1	0
9	96
0	96
31	10621
103	10047
2	2408
0	0
2	111
1	791
1	15
5	10324
0	2
0	1493
7	319
12	287
2	121
0	5
10	5
0	235
8	40
271	1303
0	9
0	983
0	138
0	209
0	1012
5	141
5	213
1	2
0	1
0	0
0	1
0	1
0	2
0	1
24	1769
1	277
0	4076
0	0
0	2
0	1860
43	637
72	680
24	1775
3	160
7412	4087
0	8
1258	8
0	0
0	0
0	62
38	354
0	128
0	183
4	148
7	173
1	62
0	17
2	17
1	2
0	0
0	30
1	28
0	30
712	125
2	52
7	73
0	4826
15	125
101	4826
30	290
0	290
6	290
0	290
0	38
0	11
0	0
0	0
131	442
0	423
0	0
0	0
0	0
0	0
0	0
76	943
0	923
1	792
2	319
0	19
0	129
0	0
0	66
5	12
0	0
0	4
0	1
0	0
7	30
3	42
6	41
1	13
0	9
0	0
0	0
0	0
0	0
7	321
0	319
0	316
0	321
50	70
9	2
17	55
0	14
0	316
0	321
536	430
0	221
0	341
0	256
49	3
1	5
0	4
0	64
10	43
1	1
0	0
16	25
0	25
439	603
5	590
0	25
2537	81
0	80
160	1440
17	1392
1	489
4	311
1	280
4	162
42	161
0	94
1	48
0	7
1	0
0	58
0	7
0	94
3	431
0	0
0	0
0	254
7	256
2	254
1	256
0	0
0	431
0	14
0	14
0	0
0	0
1396	1099
0	5
16	443
4	562
0	315
2	561
4	389
6	39
0	101
8	517
0	4952
1311	5081
9	2037
0	2331
0	666
1	219
0	182
2	178
0	178
0	176
0	176
0	161
0	0
0	0
0	20
0	167
0	34
0	24
34	420
0	5
10	15
1	8
968	608
1	177
2	0
72	14
2	13
0	16
0	10
0	0
0	0
0	0
0	0
47	143
30	26
6	14
17	17
0	1
0	0
0	0
11	5
0	5
0	3
0	3
0	0
0	362
8	261
0	278
36	146
2	141
5	154
1	34
2	39
4	14
30	53
0	25
0	28
0	28
0	0
12	0
0	0
87	351
0	248
0	12
2	11
0	0
1	1
0	103
0	0
224	0
0	0
0	89
0	102
0	108
0	76
0	33
0	6
0	9
2	11
0	4
0	0
0	5
0	5
1125	31
0	31
0	0
2	9
44	9
16	248
0	248
0	0
0	1
41	1
0	0
2146	532
4	334
0	418
0	408
0	173
0	531
4671	893
6	892
8179	1277
13	1179
0	1
14	93
0	0
33	602
0	592
0	94
0	22
0	9
0	0
0	0
0	0
0	0
0	0
42	8
0	130
0	318
6	125
1	241
0	100
3	160
7	156
46	149
0	133
1	0
0	160
1445	264
0	154
2	263
26	659
76	694
6	788
0	367
0	1
6704	115
0	1
9	111
68	459
183	413
0	238
0	89
6	126
373	420
0	77
0	335
1	90
0	6
0	0
1	58
260	58
0	0
0	0
0	0
0	0
0	0
0	0
13	1011
0	990
4	966
3	962
1	426
2	688
0	0
4	0
20	719
0	1231
12	1300
5	866
1	1084
0	672
5	682
0	829
0	674
0	68
0	341
0	2
146	2653
2	878
0	238
0	88
3	78
8	30
57	9
11	531
0	219
0	0
0	0
0	7
86	2658
0	826
4	754
0	742
1	703
0	284
0	106
0	15
0	742
8	376
4	432
0	370
1066	275
0	9
0	266
507	269
6	201
0	137
9	83
1	0
0	187
10	188
0	11
0	4
0	97
0	138
0	112
1	154
1	8
0	4
0	24
0	6
2	0
668	106
0	2
0	93
0	106
1	60
199	691
14	0
